month,method,component,contribution,active_exposure
2020-12-31,maximum_sharpe_with_gmv_fallback,factor:HML,-0.0030042449557710522,-0.1231364434746158
2020-12-31,maximum_sharpe_with_gmv_fallback,factor:RMW,-0.0001413810629690053,0.021696707762534892
2020-12-31,maximum_sharpe_with_gmv_fallback,factor:CMA,-8.301281673842265e-05,-0.15192406491689112
2020-12-31,maximum_sharpe_with_gmv_fallback,factor:MOM,-0.00318153403781969,-0.11794470955416769
2020-12-31,maximum_sharpe_with_gmv_fallback,specific,-0.009116480017056228,
2020-12-31,maximum_sharpe_with_gmv_fallback,transaction_cost,-0.00061754993508731,
2020-12-31,maximum_sharpe_with_gmv_fallback,active_net_return,-0.012232059404740184,
2020-12-31,historical_joint_cvar,factor:MKT_RF,0.002454430256157216,-0.13869175217825125
2020-12-31,historical_joint_cvar,factor:SMB,-0.00039563271360444716,0.053375373713682936
2020-12-31,historical_joint_cvar,factor:HML,-0.004129258077944708,-0.16924790135045437
2020-12-31,historical_joint_cvar,factor:RMW,-0.00065569047748717,0.10062397589863149
2020-12-31,historical_joint_cvar,factor:CMA,-2.7234570506786812e-05,-0.049842745014838624
2020-12-31,historical_joint_cvar,factor:MOM,-0.004266475188276275,-0.15816526584960175
2020-12-31,historical_joint_cvar,specific,-0.017351439707418616,
2020-12-31,historical_joint_cvar,transaction_cost,-6.0355991451642634e-05,
2020-12-31,historical_joint_cvar,active_net_return,-0.02443165647053243,
2020-12-31,benchmark_relative_constrained,factor:MKT_RF,0.0023815256462108975,-0.1345721533141313
2020-12-31,benchmark_relative_constrained,factor:SMB,-0.0007124246776024223,0.09611422944134398
2020-12-31,benchmark_relative_constrained,factor:HML,-0.0033115784227115827,-0.13573326917855294
2020-12-31,benchmark_relative_constrained,factor:RMW,0.0006281606207243177,-0.09639917206433724
2020-12-31,benchmark_relative_constrained,factor:CMA,-1.460643775233682e-05,-0.026731648009041084
2020-12-31,benchmark_relative_constrained,factor:MOM,-0.00404621876676823,-0.14999999734912406
2020-12-31,benchmark_relative_constrained,specific,0.001424468572457151,
2020-12-31,benchmark_relative_constrained,transaction_cost,-2.70616008472654e-05,
2020-12-31,benchmark_relative_constrained,active_net_return,-0.003677735066289471,
2020-12-31,exact_cardinality_cvar,factor:MKT_RF,0.003932420900800585,-0.2222081249472161
2020-12-31,exact_cardinality_cvar,factor:SMB,-8.61651332026647e-05,0.011624661024314753
2020-12-31,exact_cardinality_cvar,factor:HML,-0.004403155327211732,-0.18047426060169777
2020-12-31,exact_cardinality_cvar,factor:RMW,-0.0003692740361235873,0.056669759569014475
2020-12-31,exact_cardinality_cvar,factor:CMA,6.907759482320636e-06,0.012642082768125229
2020-12-31,exact_cardinality_cvar,factor:MOM,-0.004514551236414163,-0.1673618537525306
2020-12-31,exact_cardinality_cvar,specific,-0.01233827321376756,
2020-12-31,exact_cardinality_cvar,transaction_cost,-8.234532303283373e-05,
2020-12-31,exact_cardinality_cvar,active_net_return,-0.017854435609469636,
2020-12-31,130_30_mathematical_appendix,factor:MKT_RF,0.0052526231149544415,-0.2968083943381573
2020-12-31,130_30_mathematical_appendix,factor:SMB,-0.0005114353760964579,0.06899847608870627
2020-12-31,130_30_mathematical_appendix,factor:HML,-0.005748444240692936,-0.23561426905330213
2020-12-31,130_30_mathematical_appendix,factor:RMW,0.0014598939790774522,-0.22403914897196475
2020-12-31,130_30_mathematical_appendix,factor:CMA,-3.6021728161017965e-06,-0.006592436665289192
2020-12-31,130_30_mathematical_appendix,factor:MOM,-0.004034205241449851,-0.14955463616877698
2020-12-31,130_30_mathematical_appendix,specific,-0.0001355699243914552,
2020-12-31,130_30_mathematical_appendix,transaction_cost,-0.0005683105926150386,
2020-12-31,130_30_mathematical_appendix,active_net_return,-0.004289050454029947,
2021-01-31,equal_weight,factor:MKT_RF,-0.0,0.0
2021-01-31,equal_weight,factor:SMB,-0.0,0.0
2021-01-31,equal_weight,factor:HML,-0.0,0.0
2021-01-31,equal_weight,factor:RMW,0.0,0.0
2021-01-31,equal_weight,factor:CMA,-0.0,0.0
2021-01-31,equal_weight,factor:MOM,-0.0,0.0
2021-01-31,equal_weight,specific,0.0,
2021-01-31,equal_weight,transaction_cost,-1.4721409445136646e-05,
2021-01-31,equal_weight,active_net_return,-1.4721409445136646e-05,
2021-01-31,global_minimum_variance,factor:MKT_RF,0.006806714215248571,-0.21954021387319989
2021-01-31,global_minimum_variance,factor:SMB,0.0001543664128201786,-0.006815256996895967
2021-01-31,global_minimum_variance,factor:HML,0.0002942977940300834,-0.11494870861607884
2021-01-31,global_minimum_variance,factor:RMW,-1.9933581258678278e-05,-0.0053692519830348465
2021-01-31,global_minimum_variance,factor:CMA,0.004036633679943583,-0.1727813874209368
2021-01-31,global_minimum_variance,factor:MOM,0.0007524033989861058,-0.08722263757163022
2021-01-31,global_minimum_variance,specific,-0.0061549530938095915,
2021-01-31,global_minimum_variance,transaction_cost,-2.603513055429827e-05,
2021-01-31,global_minimum_variance,active_net_return,0.005843493695405952,
2021-01-31,shrinkage_mean_variance,factor:MKT_RF,0.004931225247227883,-0.1590491698634945
2021-01-31,shrinkage_mean_variance,factor:SMB,-0.00035014348755427996,0.015458789317412486
2021-01-31,shrinkage_mean_variance,factor:HML,0.0001535211109018306,-0.05996325423243694
2021-01-31,shrinkage_mean_variance,factor:RMW,-0.0005651959428329296,-0.15223954980682558
2021-01-31,shrinkage_mean_variance,factor:CMA,0.0032612224293097954,-0.1395911991777019
2021-01-31,shrinkage_mean_variance,factor:MOM,8.630429956507494e-05,-0.010004857303916759
2021-01-31,shrinkage_mean_variance,specific,-0.009968829507005953,
2021-01-31,shrinkage_mean_variance,transaction_cost,-0.00014390982967997566,
2021-01-31,shrinkage_mean_variance,active_net_return,-0.0025958056800685536,
2021-01-31,maximum_sharpe_with_gmv_fallback,factor:MKT_RF,0.006806714215248571,-0.21954021387319989
2021-01-31,maximum_sharpe_with_gmv_fallback,factor:SMB,0.0001543664128201786,-0.006815256996895967
2021-01-31,maximum_sharpe_with_gmv_fallback,factor:HML,0.0002942977940300834,-0.11494870861607884
2021-01-31,maximum_sharpe_with_gmv_fallback,factor:RMW,-1.9933581258678278e-05,-0.0053692519830348465
2021-01-31,maximum_sharpe_with_gmv_fallback,factor:CMA,0.004036633679943583,-0.1727813874209368
2021-01-31,maximum_sharpe_with_gmv_fallback,factor:MOM,0.0007524033989861058,-0.08722263757163022
2021-01-31,maximum_sharpe_with_gmv_fallback,specific,-0.0061549530938095915,
2021-01-31,maximum_sharpe_with_gmv_fallback,transaction_cost,-2.603513055429827e-05,
2021-01-31,maximum_sharpe_with_gmv_fallback,active_net_return,0.005843493695405952,
2021-01-31,historical_joint_cvar,factor:MKT_RF,0.0047489182360359984,-0.15316913450987435
2021-01-31,historical_joint_cvar,factor:SMB,-0.00224243069850547,0.09900302292990755
2021-01-31,historical_joint_cvar,factor:HML,0.00045234511468653836,-0.17667983871022336
2021-01-31,historical_joint_cvar,factor:RMW,0.00021444277092330343,0.057761686577326
2021-01-31,historical_joint_cvar,factor:CMA,0.0022864119887281045,-0.09786606042335419
2021-01-31,historical_joint_cvar,factor:MOM,0.0015781928004372672,-0.18295257415927474
2021-01-31,historical_joint_cvar,specific,-0.005614022655980978,
2021-01-31,historical_joint_cvar,transaction_cost,-8.375644290833886e-05,
2021-01-31,historical_joint_cvar,active_net_return,0.0013401011134164258,
2021-01-31,benchmark_relative_constrained,factor:MKT_RF,0.0046353491924443204,-0.14950613774946442
2021-01-31,benchmark_relative_constrained,factor:SMB,-0.0010523836436642008,0.046462600638756096
2021-01-31,benchmark_relative_constrained,factor:HML,0.0001857477469948649,-0.07255053921071286
2021-01-31,benchmark_relative_constrained,factor:RMW,-0.0005568815090660945,-0.1499999978963551
2021-01-31,benchmark_relative_constrained,factor:CMA,0.002834467402220921,-0.1213246603942506
2021-01-31,benchmark_relative_constrained,factor:MOM,0.00036673397181883797,-0.042513769013089814
2021-01-31,benchmark_relative_constrained,specific,-0.009758998075789591,
2021-01-31,benchmark_relative_constrained,transaction_cost,-8.694651399482524e-05,
2021-01-31,benchmark_relative_constrained,active_net_return,-0.0034329114290357673,
2021-01-31,exact_cardinality_cvar,factor:MKT_RF,0.007031345114173147,-0.22678534185021304
2021-01-31,exact_cardinality_cvar,factor:SMB,-0.0008669854773235497,0.03827729577041859
2021-01-31,exact_cardinality_cvar,factor:HML,0.0004981777583352946,-0.1945814448613959
2021-01-31,exact_cardinality_cvar,factor:RMW,0.00013084329580042095,0.03524357295994525
2021-01-31,exact_cardinality_cvar,factor:CMA,0.00042642374068676913,-0.018252358620293604
2021-01-31,exact_cardinality_cvar,factor:MOM,0.0015843622750453018,-0.1836677727461885
2021-01-31,exact_cardinality_cvar,specific,-0.009016616283149922,
2021-01-31,exact_cardinality_cvar,transaction_cost,-4.506769359160637e-05,
2021-01-31,exact_cardinality_cvar,active_net_return,-0.0002575172700241435,
2021-01-31,130_30_mathematical_appendix,factor:MKT_RF,0.008574959783864888,-0.27657228515433385
2021-01-31,130_30_mathematical_appendix,factor:SMB,-0.0003998508114514095,0.017653361185721153
2021-01-31,130_30_mathematical_appendix,factor:HML,0.00022403342063827394,-0.08750440170333029
2021-01-31,130_30_mathematical_appendix,factor:RMW,-0.001633178309880841,-0.4399082014005666
2021-01-31,130_30_mathematical_appendix,factor:CMA,0.004159239627915139,-0.1780293309987352
2021-01-31,130_30_mathematical_appendix,factor:MOM,-0.0005101562231781788,0.05914004564458872
2021-01-31,130_30_mathematical_appendix,specific,-0.01853492066480679,
2021-01-31,130_30_mathematical_appendix,transaction_cost,-0.0002613006123605458,
2021-01-31,130_30_mathematical_appendix,active_net_return,-0.00838117378925946,
2021-02-28,equal_weight,factor:MKT_RF,-0.0,0.0
2021-02-28,equal_weight,factor:SMB,-0.0,0.0
2021-02-28,equal_weight,factor:HML,0.0,0.0
2021-02-28,equal_weight,factor:RMW,0.0,0.0
2021-02-28,equal_weight,factor:CMA,0.0,0.0
2021-02-28,equal_weight,factor:MOM,0.0,0.0
2021-02-28,equal_weight,specific,0.0,
2021-02-28,equal_weight,transaction_cost,-9.378029437026946e-06,
2021-02-28,equal_weight,active_net_return,-9.378029437026946e-06,
2021-02-28,global_minimum_variance,factor:MKT_RF,0.012013688058220437,-0.20738730996591992
2021-02-28,global_minimum_variance,factor:SMB,5.086384648766576e-05,-0.005471535225218732
2021-02-28,global_minimum_variance,factor:HML,-0.0014953479343678977,-0.12550056953180197
2021-02-28,global_minimum_variance,factor:RMW,-5.6600693489830144e-05,-0.00548503566757013
2021-02-28,global_minimum_variance,factor:CMA,-0.0015876280366521388,-0.15231770892427549
2021-02-28,global_minimum_variance,factor:MOM,-0.0012606688121838494,-0.06606308606493931
2021-02-28,global_minimum_variance,specific,-0.013809997923094269,
2021-02-28,global_minimum_variance,transaction_cost,-5.2821514514959664e-05,
2021-02-28,global_minimum_variance,active_net_return,-0.0061985130095948415,
2021-02-28,shrinkage_mean_variance,factor:MKT_RF,0.01053622534704497,-0.18188248449011823
2021-02-28,shrinkage_mean_variance,factor:SMB,0.00046404501400140914,-0.04991833719873181
2021-02-28,shrinkage_mean_variance,factor:HML,-0.00043761992966727116,-0.03672827517224323
2021-02-28,shrinkage_mean_variance,factor:RMW,-0.0014224902535012024,-0.1378500738445349
2021-02-28,shrinkage_mean_variance,factor:CMA,-0.0015162813327454622,-0.1454726758135729
2021-02-28,shrinkage_mean_variance,factor:MOM,0.0004896095198069551,0.025657107983173805
2021-02-28,shrinkage_mean_variance,specific,0.004456632649757245,
2021-02-28,shrinkage_mean_variance,transaction_cost,-0.00013678793511416666,
2021-02-28,shrinkage_mean_variance,active_net_return,0.012433333079582477,
2021-02-28,maximum_sharpe_with_gmv_fallback,factor:MKT_RF,0.012013688058220437,-0.20738730996591992
2021-02-28,maximum_sharpe_with_gmv_fallback,factor:SMB,5.086384648766576e-05,-0.005471535225218732
2021-02-28,maximum_sharpe_with_gmv_fallback,factor:HML,-0.0014953479343678977,-0.12550056953180197
2021-02-28,maximum_sharpe_with_gmv_fallback,factor:RMW,-5.6600693489830144e-05,-0.00548503566757013
2021-02-28,maximum_sharpe_with_gmv_fallback,factor:CMA,-0.0015876280366521388,-0.15231770892427549
2021-02-28,maximum_sharpe_with_gmv_fallback,factor:MOM,-0.0012606688121838494,-0.06606308606493931
2021-02-28,maximum_sharpe_with_gmv_fallback,specific,-0.013809997923094269,
2021-02-28,maximum_sharpe_with_gmv_fallback,transaction_cost,-5.2821514514959664e-05,
2021-02-28,maximum_sharpe_with_gmv_fallback,active_net_return,-0.0061985130095948415,
2021-02-28,historical_joint_cvar,factor:MKT_RF,0.008684488440639154,-0.1499167189464271
2021-02-28,historical_joint_cvar,factor:SMB,-0.0009808643921155264,0.10551372818263544
2021-02-28,historical_joint_cvar,factor:HML,-0.0020370443046259365,-0.17096370317329196
2021-02-28,historical_joint_cvar,factor:RMW,0.0005935423352118125,0.057518745409623206
2021-02-28,historical_joint_cvar,factor:CMA,-0.0008606633058483027,-0.08257240353253487
2021-02-28,historical_joint_cvar,factor:MOM,-0.0034318826067122475,-0.17984164740242317
2021-02-28,historical_joint_cvar,specific,-0.004250395858007697,
2021-02-28,historical_joint_cvar,transaction_cost,-6.040489980923794e-06,
2021-02-28,historical_joint_cvar,active_net_return,-0.0022888601814396664,
2021-02-28,benchmark_relative_constrained,factor:MKT_RF,0.00868931279805338,-0.14999999982583745
2021-02-28,benchmark_relative_constrained,factor:SMB,-0.00036650329562448774,0.03942556119216079
2021-02-28,benchmark_relative_constrained,factor:HML,-0.000671237123078929,-0.05633514401643483
2021-02-28,benchmark_relative_constrained,factor:RMW,-0.0015478666888596173,-0.14999999953294135
2021-02-28,benchmark_relative_constrained,factor:CMA,-0.0010776816664117555,-0.10339323732508537
2021-02-28,benchmark_relative_constrained,factor:MOM,-0.00045456288308974796,-0.02382055189853112
2021-02-28,benchmark_relative_constrained,specific,0.01214627168334713,
2021-02-28,benchmark_relative_constrained,transaction_cost,-1.5611265406302398e-05,
2021-02-28,benchmark_relative_constrained,active_net_return,0.01670212155892967,
2021-02-28,exact_cardinality_cvar,factor:MKT_RF,0.012817046922618373,-0.22125536056098782
2021-02-28,exact_cardinality_cvar,factor:SMB,-0.00045873600888187544,0.04934723590521404
2021-02-28,exact_cardinality_cvar,factor:HML,-0.0022026487818872947,-0.18486244589105433
2021-02-28,exact_cardinality_cvar,factor:RMW,0.0003594198058365275,0.03483050000082959
2021-02-28,exact_cardinality_cvar,factor:CMA,8.078978288866602e-05,0.007751006123600926
2021-02-28,exact_cardinality_cvar,factor:MOM,-0.0034039585231287004,-0.17837833592899283
2021-02-28,exact_cardinality_cvar,specific,-0.013260459117460616,
2021-02-28,exact_cardinality_cvar,transaction_cost,-5.02063547659875e-06,
2021-02-28,exact_cardinality_cvar,active_net_return,-0.006073566555491519,
2021-02-28,130_30_mathematical_appendix,factor:MKT_RF,0.018058683976077187,-0.31173956516714074
2021-02-28,130_30_mathematical_appendix,factor:SMB,0.00040929962686185763,-0.04402925615518686
2021-02-28,130_30_mathematical_appendix,factor:HML,-0.0005864968476344687,-0.04922311838939769
2021-02-28,130_30_mathematical_appendix,factor:RMW,-0.0033160716491422784,-0.32135244553198994
2021-02-28,130_30_mathematical_appendix,factor:CMA,-0.001764254790755343,-0.16926335481779542
2021-02-28,130_30_mathematical_appendix,factor:MOM,-3.188297374263726e-05,-0.001670770005579289
2021-02-28,130_30_mathematical_appendix,specific,0.008080739940341102,
2021-02-28,130_30_mathematical_appendix,transaction_cost,-0.0002426418421459469,
2021-02-28,130_30_mathematical_appendix,active_net_return,0.02060737543985947,
2021-03-31,equal_weight,factor:MKT_RF,-0.0,0.0
2021-03-31,equal_weight,factor:SMB,-0.0,0.0
2021-03-31,equal_weight,factor:HML,-0.0,0.0
2021-03-31,equal_weight,factor:RMW,-0.0,0.0
2021-03-31,equal_weight,factor:CMA,-0.0,0.0
2021-03-31,equal_weight,factor:MOM,-0.0,0.0
2021-03-31,equal_weight,specific,0.0,
2021-03-31,equal_weight,transaction_cost,-1.430414232732103e-05,
2021-03-31,equal_weight,active_net_return,-1.430414232732103e-05,
2021-03-31,global_minimum_variance,factor:MKT_RF,0.007326499548493017,-0.1778757422696543
2021-03-31,global_minimum_variance,factor:SMB,8.674068103389555e-05,-0.003259914525712296
2021-03-31,global_minimum_variance,factor:HML,0.004504152103402475,-0.14598952703851048
2021-03-31,global_minimum_variance,factor:RMW,-8.030820538472995e-05,0.009623192331723665
2021-03-31,global_minimum_variance,factor:CMA,0.00021165663711791196,-0.09915119146582105
2021-03-31,global_minimum_variance,factor:MOM,0.003675117790243566,-0.11999718508249835
2021-03-31,global_minimum_variance,specific,-0.008046781124439607,
2021-03-31,global_minimum_variance,transaction_cost,-7.767011090628339e-05,
2021-03-31,global_minimum_variance,active_net_return,0.0075994073195602444,
2021-03-31,shrinkage_mean_variance,factor:MKT_RF,0.007626533120545681,-0.18516007962359038
2021-03-31,shrinkage_mean_variance,factor:SMB,0.0009648283165510355,-0.036260469787113996
2021-03-31,shrinkage_mean_variance,factor:HML,0.0012955971219879932,-0.041993166911171095
2021-03-31,shrinkage_mean_variance,factor:RMW,0.0008391498596937391,-0.10055386565153207
2021-03-31,shrinkage_mean_variance,factor:CMA,0.00025628272122929236,-0.1200564154661076
2021-03-31,shrinkage_mean_variance,factor:MOM,0.0010542762707880864,-0.03442343674798509
2021-03-31,shrinkage_mean_variance,specific,-0.004718319268720501,
2021-03-31,shrinkage_mean_variance,transaction_cost,-3.8809035849989895e-05,
2021-03-31,shrinkage_mean_variance,active_net_return,0.0072795391062253365,
2021-03-31,maximum_sharpe_with_gmv_fallback,factor:MKT_RF,0.007326499548493017,-0.1778757422696543
2021-03-31,maximum_sharpe_with_gmv_fallback,factor:SMB,8.674068103389555e-05,-0.003259914525712296
2021-03-31,maximum_sharpe_with_gmv_fallback,factor:HML,0.004504152103402475,-0.14598952703851048
2021-03-31,maximum_sharpe_with_gmv_fallback,factor:RMW,-8.030820538472995e-05,0.009623192331723665
2021-03-31,maximum_sharpe_with_gmv_fallback,factor:CMA,0.00021165663711791196,-0.09915119146582105
2021-03-31,maximum_sharpe_with_gmv_fallback,factor:MOM,0.003675117790243566,-0.11999718508249835
2021-03-31,maximum_sharpe_with_gmv_fallback,specific,-0.008046781124439607,
2021-03-31,maximum_sharpe_with_gmv_fallback,transaction_cost,-7.767011090628339e-05,
2021-03-31,maximum_sharpe_with_gmv_fallback,active_net_return,0.0075994073195602444,
2021-03-31,historical_joint_cvar,factor:MKT_RF,0.00778343636143135,-0.1889694404585055
2021-03-31,historical_joint_cvar,factor:SMB,-0.0034855371976820495,0.13099451382211436
2021-03-31,historical_joint_cvar,factor:HML,0.004410622300992658,-0.1429580193752813
2021-03-31,historical_joint_cvar,factor:RMW,-0.0002647173449314808,0.031720618230914294
2021-03-31,historical_joint_cvar,factor:CMA,0.0001545458414968454,-0.07239746661931334
2021-03-31,historical_joint_cvar,factor:MOM,0.006447476713996291,-0.2105181658716947
2021-03-31,historical_joint_cvar,specific,-0.012140290076105707,
2021-03-31,historical_joint_cvar,transaction_cost,-0.00012728476435298878,
2021-03-31,historical_joint_cvar,active_net_return,0.002778251834844918,
2021-03-31,benchmark_relative_constrained,factor:MKT_RF,0.006178329423632168,-0.1499999999919559
2021-03-31,benchmark_relative_constrained,factor:SMB,-0.0008691526129000397,0.03266475653732123
2021-03-31,benchmark_relative_constrained,factor:HML,-0.00011320264282479672,0.003669147911993763
2021-03-31,benchmark_relative_constrained,factor:RMW,0.0010505189650800496,-0.125881857285418
2021-03-31,benchmark_relative_constrained,factor:CMA,0.0003202028435305199,-0.14999998997956357
2021-03-31,benchmark_relative_constrained,factor:MOM,0.0008648912779931296,-0.028239780242445466
2021-03-31,benchmark_relative_constrained,specific,-0.0030052067584716274,
2021-03-31,benchmark_relative_constrained,transaction_cost,-8.301570629404635e-05,
2021-03-31,benchmark_relative_constrained,active_net_return,0.004343364789745358,
2021-03-31,exact_cardinality_cvar,factor:MKT_RF,0.008803454906365936,-0.21373386644504255
2021-03-31,exact_cardinality_cvar,factor:SMB,-0.0021312161797027436,0.08009601145431568
2021-03-31,exact_cardinality_cvar,factor:HML,0.0061822078945331215,-0.20037902492121692
2021-03-31,exact_cardinality_cvar,factor:RMW,-0.00032258334534904367,0.03865460024206868
2021-03-31,exact_cardinality_cvar,factor:CMA,-5.085908744583251e-05,0.023825093253793936
2021-03-31,exact_cardinality_cvar,factor:MOM,0.006227812803157941,-0.20334586488183504
2021-03-31,exact_cardinality_cvar,specific,-0.016415231635661547,
2021-03-31,exact_cardinality_cvar,transaction_cost,-0.00014809255382518756,
2021-03-31,exact_cardinality_cvar,active_net_return,0.0021454928020726454,
2021-03-31,130_30_mathematical_appendix,factor:MKT_RF,0.013816968578298599,-0.3354539948462669
2021-03-31,130_30_mathematical_appendix,factor:SMB,0.001112056322357058,-0.041793637258224325
2021-03-31,130_30_mathematical_appendix,factor:HML,0.0008663374368528123,-0.02807991154791516
2021-03-31,130_30_mathematical_appendix,factor:RMW,0.00197572760746862,-0.23674799692861673
2021-03-31,130_30_mathematical_appendix,factor:CMA,0.00038755406266700057,-0.18155087217721202
2021-03-31,130_30_mathematical_appendix,factor:MOM,0.002460573853014568,-0.0803408088941217
2021-03-31,130_30_mathematical_appendix,specific,-0.006214377569323557,
2021-03-31,130_30_mathematical_appendix,transaction_cost,-0.00011248281262523427,
2021-03-31,130_30_mathematical_appendix,active_net_return,0.014292357478709869,
2021-04-30,equal_weight,factor:MKT_RF,0.0,0.0
2021-04-30,equal_weight,factor:SMB,-0.0,0.0
2021-04-30,equal_weight,factor:HML,-0.0,0.0
2021-04-30,equal_weight,factor:RMW,-0.0,0.0
2021-04-30,equal_weight,factor:CMA,-0.0,0.0
2021-04-30,equal_weight,factor:MOM,0.0,0.0
2021-04-30,equal_weight,specific,0.0,
2021-04-30,equal_weight,transaction_cost,-1.3872342656454257e-05,
2021-04-30,equal_weight,active_net_return,-1.3872342656454257e-05,
2021-04-30,global_minimum_variance,factor:MKT_RF,-0.009140323177446159,-0.17464586793624037
2021-04-30,global_minimum_variance,factor:SMB,6.1820806436437e-05,-0.011981631370796247
2021-04-30,global_minimum_variance,factor:HML,0.0009480388044229171,-0.12945528609961582
2021-04-30,global_minimum_variance,factor:RMW,-0.0005892045975207813,0.02466106697090191
2021-04-30,global_minimum_variance,factor:CMA,0.0012505106848474292,-0.08508518409591076
2021-04-30,global_minimum_variance,factor:MOM,-0.001637933155403942,-0.11049096346550222
2021-04-30,global_minimum_variance,specific,-0.0009896716035040984,
2021-04-30,global_minimum_variance,transaction_cost,-2.4359127767541845e-05,
2021-04-30,global_minimum_variance,active_net_return,-0.010121121365935737,
2021-04-30,shrinkage_mean_variance,factor:MKT_RF,-0.009630202944107581,-0.18400609244603627
2021-04-30,shrinkage_mean_variance,factor:SMB,0.00019382684750739163,-0.03756602300206021
2021-04-30,shrinkage_mean_variance,factor:HML,-0.0001324036908604543,0.01807980601745384
2021-04-30,shrinkage_mean_variance,factor:RMW,0.0025380905105640296,-0.10623138434866426
2021-04-30,shrinkage_mean_variance,factor:CMA,0.0024371876265389617,-0.1658270979952832
2021-04-30,shrinkage_mean_variance,factor:MOM,-0.0012798615140551881,-0.08633632656120163
2021-04-30,shrinkage_mean_variance,specific,-0.013177497302875953,
2021-04-30,shrinkage_mean_variance,transaction_cost,-8.539626565664391e-05,
2021-04-30,shrinkage_mean_variance,active_net_return,-0.019136256732945438,
2021-04-30,maximum_sharpe_with_gmv_fallback,factor:MKT_RF,-0.009140323177446159,-0.17464586793624037
2021-04-30,maximum_sharpe_with_gmv_fallback,factor:SMB,6.1820806436437e-05,-0.011981631370796247
2021-04-30,maximum_sharpe_with_gmv_fallback,factor:HML,0.0009480388044229171,-0.12945528609961582
2021-04-30,maximum_sharpe_with_gmv_fallback,factor:RMW,-0.0005892045975207813,0.02466106697090191
2021-04-30,maximum_sharpe_with_gmv_fallback,factor:CMA,0.0012505106848474292,-0.08508518409591076
2021-04-30,maximum_sharpe_with_gmv_fallback,factor:MOM,-0.001637933155403942,-0.11049096346550222
2021-04-30,maximum_sharpe_with_gmv_fallback,specific,-0.0009896716035040984,
2021-04-30,maximum_sharpe_with_gmv_fallback,transaction_cost,-2.4359127767541845e-05,
2021-04-30,maximum_sharpe_with_gmv_fallback,active_net_return,-0.010121121365935737,
2021-04-30,historical_joint_cvar,factor:MKT_RF,-0.009586405196615433,-0.18316924067658324
2021-04-30,historical_joint_cvar,factor:SMB,-0.0007380947549780443,0.14305182640989825
2021-04-30,historical_joint_cvar,factor:HML,0.0008559724674952012,-0.11688357075260952
2021-04-30,historical_joint_cvar,factor:RMW,-0.0009488948320646046,0.03971584590539891
2021-04-30,historical_joint_cvar,factor:CMA,0.0009502307861264144,-0.06465403482820484
2021-04-30,historical_joint_cvar,factor:MOM,-0.0028528883633412703,-0.19244886940905628
2021-04-30,historical_joint_cvar,specific,-0.003973820800486052,
2021-04-30,historical_joint_cvar,transaction_cost,-1.2872927902937077e-05,
2021-04-30,historical_joint_cvar,active_net_return,-0.016306773621766725,
2021-04-30,benchmark_relative_constrained,factor:MKT_RF,-0.007850448983751314,-0.1499999999824405
2021-04-30,benchmark_relative_constrained,factor:SMB,-2.297159725651846e-05,0.004452177611254431
2021-04-30,benchmark_relative_constrained,factor:HML,-0.00023009565863762088,0.031419704742301685
2021-04-30,benchmark_relative_constrained,factor:RMW,0.0027083551674432936,-0.11335778513328995
2021-04-30,benchmark_relative_constrained,factor:CMA,0.0022045742076402097,-0.14999999966657576
2021-04-30,benchmark_relative_constrained,factor:MOM,-0.002223620477513189,-0.14999999733289548
2021-04-30,benchmark_relative_constrained,specific,-0.016219529741484655,
2021-04-30,benchmark_relative_constrained,transaction_cost,-0.0001332099471973679,
2021-04-30,benchmark_relative_constrained,active_net_return,-0.021766947030757162,
2021-04-30,exact_cardinality_cvar,factor:MKT_RF,-0.010761272944451866,-0.20561765891604855
2021-04-30,exact_cardinality_cvar,factor:SMB,-0.000500318000145137,0.09696777171738413
2021-04-30,exact_cardinality_cvar,factor:HML,0.0012002370337391838,-0.16389311056169287
2021-04-30,exact_cardinality_cvar,factor:RMW,-0.0011908368498822544,0.049842291506098355
2021-04-30,exact_cardinality_cvar,factor:CMA,-0.0005094102153544133,0.03466044911008175
2021-04-30,exact_cardinality_cvar,factor:MOM,-0.0026396086470005975,-0.17806154153283515
2021-04-30,exact_cardinality_cvar,specific,-0.006572239548043198,
2021-04-30,exact_cardinality_cvar,transaction_cost,-1.3961330024827232e-05,
2021-04-30,exact_cardinality_cvar,active_net_return,-0.02098741050116311,
2021-04-30,130_30_mathematical_appendix,factor:MKT_RF,-0.017373670508225497,-0.33196197839419095
2021-04-30,130_30_mathematical_appendix,factor:SMB,0.0003356985786762724,-0.0650625065128341
2021-04-30,130_30_mathematical_appendix,factor:HML,-0.0005634625207593002,0.07694115630183233
2021-04-30,130_30_mathematical_appendix,factor:RMW,0.006162014415144297,-0.2579101568571463
2021-04-30,130_30_mathematical_appendix,factor:CMA,0.003849342460256826,-0.26191060648083786
2021-04-30,130_30_mathematical_appendix,factor:MOM,-0.0030972799262665735,-0.2089349263408468
2021-04-30,130_30_mathematical_appendix,specific,-0.02233353100346822,
2021-04-30,130_30_mathematical_appendix,transaction_cost,-0.00018458258047777382,
2021-04-30,130_30_mathematical_appendix,active_net_return,-0.03320547108511997,
2021-05-31,equal_weight,factor:MKT_RF,0.0,0.0
2021-05-31,equal_weight,factor:SMB,-0.0,0.0
2021-05-31,equal_weight,factor:HML,0.0,0.0
2021-05-31,equal_weight,factor:RMW,-0.0,0.0
